Date,Price
2013-10-05,7.7542
2013-10-06,7.7542
2013-10-07,7.7542
2013-10-08,7.7542
2013-10-09,7.7544
2013-10-10,7.7543
2013-10-11,7.7541
2013-10-12,7.7541
2013-10-13,7.7541
2013-10-14,7.7541
2013-10-15,7.7538
2013-10-16,7.7543
2013-10-17,7.754
2013-10-18,7.7532
2013-10-19,7.7525
2013-10-20,7.7525
2013-10-21,7.7525
2013-10-22,7.7524
2013-10-23,7.7525
2013-10-24,7.7531
2013-10-25,7.7528
2013-10-26,7.7533
2013-10-27,7.7533
2013-10-28,7.7533
2013-10-29,7.7535
2013-10-30,7.7535
2013-10-31,7.753
2013-11-01,7.7524
2013-11-02,7.7518
2013-11-03,7.7518
2013-11-04,7.7518
2013-11-05,7.7516
2013-11-06,7.7512
2013-11-07,7.7516
2013-11-08,7.7515
2013-11-09,7.7515
2013-11-10,7.7515
2013-11-11,7.7515
2013-11-12,7.7527
2013-11-13,7.7528
2013-11-14,7.7535
2013-11-15,7.7535
2013-11-16,7.7521
2013-11-17,7.7521
2013-11-18,7.7521
2013-11-19,7.7514
2013-11-20,7.7515
2013-11-21,7.7525
2013-11-22,7.7531
2013-11-23,7.7525
2013-11-24,7.7525
2013-11-25,7.7525
2013-11-26,7.7521
2013-11-27,7.7528
2013-11-28,7.7528
2013-11-29,7.7526
2013-11-30,7.7517
2013-12-01,7.7517
2013-12-02,7.7517
2013-12-03,7.7522
2013-12-04,7.7528
2013-12-05,7.7538
2013-12-06,7.7542
2013-12-07,7.7532
2013-12-08,7.7532
2013-12-09,7.7532
2013-12-10,7.7532
2013-12-11,7.7543
2013-12-12,7.7533
2013-12-13,7.7534
2013-12-14,7.7533
2013-12-15,7.7533
2013-12-16,7.7533
2013-12-17,7.7525
2013-12-18,7.7522
2013-12-19,7.7534
2013-12-20,7.7539
2013-12-21,7.7535
2013-12-22,7.7535
2013-12-23,7.7535
2013-12-24,7.7545
2013-12-25,7.7545
2013-12-26,7.755
2013-12-27,7.7548
2013-12-28,7.7542
2013-12-29,7.7542
2013-12-30,7.7542
2013-12-31,7.7539
2014-01-01,7.7539
2014-01-02,7.7534
2014-01-03,7.7537
2014-01-04,7.7542
2014-01-05,7.7542
2014-01-06,7.7542
2014-01-07,7.7542
2014-01-08,7.7543
2014-01-09,7.7541
2014-01-10,7.7542
2014-01-11,7.7543
2014-01-12,7.7543
2014-01-13,7.7543
2014-01-14,7.7536
2014-01-15,7.7543
2014-01-16,7.7546
2014-01-17,7.7561
2014-01-18,7.7561
2014-01-19,7.7561
2014-01-20,7.7561
2014-01-21,7.7568
2014-01-22,7.7581
2014-01-23,7.7584
2014-01-24,7.764
2014-01-25,7.7659
2014-01-26,7.7659
2014-01-27,7.7659
2014-01-28,7.7643
2014-01-29,7.7642
2014-01-30,7.7663
2014-01-31,7.7642
2014-02-01,7.7645
2014-02-02,7.7645
2014-02-03,7.7645
2014-02-04,7.7645
2014-02-05,7.7621
2014-02-06,7.7589
2014-02-07,7.7586
2014-02-08,7.7569
2014-02-09,7.7569
2014-02-10,7.7569
2014-02-11,7.756
2014-02-12,7.7563
2014-02-13,7.7554
2014-02-14,7.7547
2014-02-15,7.7547
2014-02-16,7.7547
2014-02-17,7.7547
2014-02-18,7.755
2014-02-19,7.7551
2014-02-20,7.7555
2014-02-21,7.7558
2014-02-22,7.7591
2014-02-23,7.7591
2014-02-24,7.7591
2014-02-25,7.7614
2014-02-26,7.7601
2014-02-27,7.7609
2014-02-28,7.7608
2014-03-01,7.76
2014-03-02,7.76
2014-03-03,7.76
2014-03-04,7.76
2014-03-05,7.7606
2014-03-06,7.7608
2014-03-07,7.7605
2014-03-08,7.7613
2014-03-09,7.7613
2014-03-10,7.7613
2014-03-11,7.7618
2014-03-12,7.7657
2014-03-13,7.7644
2014-03-14,7.7661
2014-03-15,7.7657
2014-03-16,7.7657
2014-03-17,7.7657
2014-03-18,7.7669
2014-03-19,7.7651
2014-03-20,7.7644
2014-03-21,7.7589
2014-03-22,7.7575
2014-03-23,7.7575
2014-03-24,7.7575
2014-03-25,7.7563
2014-03-26,7.7583
2014-03-27,7.7578
2014-03-28,7.7573
2014-03-29,7.7567
2014-03-30,7.7567
2014-03-31,7.7567
2014-04-01,7.7568
2014-04-02,7.7561
2014-04-03,7.7568
2014-04-04,7.7566
2014-04-05,7.7548
2014-04-06,7.7548
2014-04-07,7.7548
2014-04-08,7.7544
2014-04-09,7.7533
2014-04-10,7.7527
2014-04-11,7.7525
2014-04-12,7.7533
2014-04-13,7.7533
2014-04-14,7.7533
2014-04-15,7.7539
2014-04-16,7.7546
2014-04-17,7.7542
2014-04-18,7.7539
2014-04-19,7.7535
2014-04-20,7.7535
2014-04-21,7.7535
2014-04-22,7.7517
2014-04-23,7.7529
2014-04-24,7.7531
2014-04-25,7.7533
2014-04-26,7.7532
2014-04-27,7.7532
2014-04-28,7.7532
2014-04-29,7.7535
2014-04-30,7.7527
2014-05-01,7.7528
2014-05-02,7.753
2014-05-03,7.7522
2014-05-04,7.7522
2014-05-05,7.7522
2014-05-06,7.7519
2014-05-07,7.7519
2014-05-08,7.7516
2014-05-09,7.7514
2014-05-10,7.7517
2014-05-11,7.7517
2014-05-12,7.7517
2014-05-13,7.7518
2014-05-14,7.7517
2014-05-15,7.7518
2014-05-16,7.752
2014-05-17,7.7519
2014-05-18,7.7519
2014-05-19,7.7519
2014-05-20,7.7524
2014-05-21,7.7527
2014-05-22,7.7535
2014-05-23,7.7532
2014-05-24,7.7532
2014-05-25,7.7532
2014-05-26,7.7532
2014-05-27,7.7531
2014-05-28,7.7527
2014-05-29,7.7527
2014-05-30,7.7523
2014-05-31,7.7537
2014-06-01,7.7537
2014-06-02,7.7537
2014-06-03,7.7527
2014-06-04,7.7527
2014-06-05,7.7525
2014-06-06,7.7524
2014-06-07,7.7511
2014-06-08,7.7511
2014-06-09,7.7511
2014-06-10,7.7514
2014-06-11,7.7516
2014-06-12,7.7511
2014-06-13,7.7515
2014-06-14,7.751
2014-06-15,7.751
2014-06-16,7.751
2014-06-17,7.7514
2014-06-18,7.7513
2014-06-19,7.7504
2014-06-20,7.7514
2014-06-21,7.7507
2014-06-22,7.7507
2014-06-23,7.7507
2014-06-24,7.7516
2014-06-25,7.7515
2014-06-26,7.7515
2014-06-27,7.7517
2014-06-28,7.7502
2014-06-29,7.7502
2014-06-30,7.7502
2014-07-01,7.75
2014-07-02,7.7501
2014-07-03,7.7508
2014-07-04,7.7508
2014-07-05,7.7497
2014-07-06,7.7497
2014-07-07,7.7497
2014-07-08,7.7495
2014-07-09,7.75
2014-07-10,7.75
2014-07-11,7.7496
2014-07-12,7.7498
2014-07-13,7.7498
2014-07-14,7.7498
2014-07-15,7.75
2014-07-16,7.7501
2014-07-17,7.7507
2014-07-18,7.7512
2014-07-19,7.7517
2014-07-20,7.7517
2014-07-21,7.7517
2014-07-22,7.751
2014-07-23,7.7506
2014-07-24,7.7501
2014-07-25,7.75
2014-07-26,7.7496
2014-07-27,7.7496
2014-07-28,7.7496
2014-07-29,7.75
2014-07-30,7.7498
2014-07-31,7.7497
2014-08-01,7.7496
2014-08-02,7.75
2014-08-03,7.75
2014-08-04,7.75
2014-08-05,7.7496
2014-08-06,7.7501
2014-08-07,7.7511
2014-08-08,7.7513
2014-08-09,7.7514
2014-08-10,7.7514
2014-08-11,7.7514
2014-08-12,7.7511
2014-08-13,7.7508
2014-08-14,7.7503
2014-08-15,7.75
2014-08-16,7.7506
2014-08-17,7.7506
2014-08-18,7.7506
2014-08-19,7.7503
2014-08-20,7.7506
2014-08-21,7.75
2014-08-22,7.75
2014-08-23,7.7501
2014-08-24,7.7501
2014-08-25,7.7501
2014-08-26,7.7505
2014-08-27,7.7501
2014-08-28,7.75
2014-08-29,7.7501
2014-08-30,7.7501
2014-08-31,7.7501
2014-09-01,7.7501
2014-09-02,7.7502
2014-09-03,7.7502
2014-09-04,7.7502
2014-09-05,7.75
2014-09-06,7.7504
2014-09-07,7.7504
2014-09-08,7.7504
2014-09-09,7.7502
2014-09-10,7.7503
2014-09-11,7.7505
2014-09-12,7.7505
2014-09-13,7.7507
2014-09-14,7.7507
2014-09-15,7.7507
2014-09-16,7.751
2014-09-17,7.7511
2014-09-18,7.7511
2014-09-19,7.7512
2014-09-20,7.7513
2014-09-21,7.7513
2014-09-22,7.7513
2014-09-23,7.7511
2014-09-24,7.7519
2014-09-25,7.7538
2014-09-26,7.7581
2014-09-27,7.765
2014-09-28,7.765
2014-09-29,7.765
2014-09-30,7.7648
2014-10-01,7.7645
2014-10-02,7.7622
2014-10-03,7.7563
2014-10-04,7.755
2014-10-05,7.755
2014-10-06,7.755
2014-10-07,7.7541
2014-10-08,7.7568
2014-10-09,7.756
2014-10-10,7.7595
2014-10-11,7.7595
2014-10-12,7.7595
2014-10-13,7.7595
2014-10-14,7.7564
2014-10-15,7.757
2014-10-16,7.7575
2014-10-17,7.7588
2014-10-18,7.7577
2014-10-19,7.7577
2014-10-20,7.7577
2014-10-21,7.7565
2014-10-22,7.7567
2014-10-23,7.7575
2014-10-24,7.7565
2014-10-25,7.7572
2014-10-26,7.7572
2014-10-27,7.7572
2014-10-28,7.7573
2014-10-29,7.7548
2014-10-30,7.7553
2014-10-31,7.7551
2014-11-01,7.7545
2014-11-02,7.7545
2014-11-03,7.7545
2014-11-04,7.7522
2014-11-05,7.7519
2014-11-06,7.7522
2014-11-07,7.7523
2014-11-08,7.7542
2014-11-09,7.7542
2014-11-10,7.7542
2014-11-11,7.7542
2014-11-12,7.7546
2014-11-13,7.7546
2014-11-14,7.754
2014-11-15,7.7548
2014-11-16,7.7548
2014-11-17,7.7548
2014-11-18,7.7547
2014-11-19,7.755
2014-11-20,7.7557
2014-11-21,7.7572
2014-11-22,7.7562
2014-11-23,7.7562
2014-11-24,7.7562
2014-11-25,7.7546
2014-11-26,7.7534
2014-11-27,7.7534
2014-11-28,7.7548
2014-11-29,7.754
2014-11-30,7.754
2014-12-01,7.754
2014-12-02,7.7545
2014-12-03,7.7523
2014-12-04,7.7515
2014-12-05,7.751
2014-12-06,7.751
2014-12-07,7.751
2014-12-08,7.751
2014-12-09,7.7534
2014-12-10,7.751
2014-12-11,7.7509
2014-12-12,7.7519
2014-12-13,7.7524
2014-12-14,7.7524
2014-12-15,7.7524
2014-12-16,7.7538
2014-12-17,7.7551
2014-12-18,7.7555
2014-12-19,7.7538
2014-12-20,7.7561
2014-12-21,7.7561
2014-12-22,7.7561
2014-12-23,7.7572
2014-12-24,7.7616
2014-12-25,7.7616
2014-12-26,7.7616
2014-12-27,7.7577
2014-12-28,7.7577
2014-12-29,7.7577
2014-12-30,7.7576
2014-12-31,7.7531
2015-01-01,7.7531
2015-01-02,7.7563
2015-01-03,7.7557
2015-01-04,7.7557
2015-01-05,7.7557
2015-01-06,7.7532
2015-01-07,7.7548
2015-01-08,7.7553
2015-01-09,7.753
2015-01-10,7.7528
2015-01-11,7.7528
2015-01-12,7.7528
2015-01-13,7.7526
2015-01-14,7.7544
2015-01-15,7.7534
2015-01-16,7.7539
2015-01-17,7.7539
2015-01-18,7.7539
2015-01-19,7.7539
2015-01-20,7.7519
2015-01-21,7.7508
2015-01-22,7.7521
2015-01-23,7.7511
2015-01-24,7.7522
2015-01-25,7.7522
2015-01-26,7.7522
2015-01-27,7.7518
2015-01-28,7.7523
2015-01-29,7.7516
2015-01-30,7.7529
2015-01-31,7.753
2015-02-01,7.753
2015-02-02,7.753
2015-02-03,7.7535
2015-02-04,7.7517
2015-02-05,7.7518
2015-02-06,7.7524
2015-02-07,7.7533
2015-02-08,7.7533
2015-02-09,7.7533
2015-02-10,7.7541
2015-02-11,7.7546
2015-02-12,7.7552
2015-02-13,7.7553
2015-02-14,7.7553
2015-02-15,7.7553
2015-02-16,7.7553
2015-02-17,7.7584
2015-02-18,7.7584
2015-02-19,7.7573
2015-02-20,7.7577
2015-02-21,7.7568
2015-02-22,7.7568
2015-02-23,7.7568
2015-02-24,7.7557
2015-02-25,7.7565
2015-02-26,7.755
2015-02-27,7.7559
2015-02-28,7.7545
2015-03-01,7.7545
2015-03-02,7.7545
2015-03-03,7.7537
2015-03-04,7.7544
2015-03-05,7.756
2015-03-06,7.7565
2015-03-07,7.76
2015-03-08,7.76
2015-03-09,7.76
2015-03-10,7.7601
2015-03-11,7.7647
2015-03-12,7.7685
2015-03-13,7.7686
2015-03-14,7.7654
2015-03-15,7.7654
2015-03-16,7.7654
2015-03-17,7.7632
2015-03-18,7.758
2015-03-19,7.7596
2015-03-20,7.7592
2015-03-21,7.7551
2015-03-22,7.7551
2015-03-23,7.7551
2015-03-24,7.7561
2015-03-25,7.7554
2015-03-26,7.7544
2015-03-27,7.7534
2015-03-28,7.7549
2015-03-29,7.7549
2015-03-30,7.7549
2015-03-31,7.754
2015-04-01,7.7524
2015-04-02,7.7525
2015-04-03,7.7516
2015-04-04,7.7525
2015-04-05,7.7525
2015-04-06,7.7525
2015-04-07,7.7515
2015-04-08,7.7503
2015-04-09,7.7499
2015-04-10,7.7499
2015-04-11,7.75
2015-04-12,7.75
2015-04-13,7.75
2015-04-14,7.7518
2015-04-15,7.7521
2015-04-16,7.7516
2015-04-17,7.751
2015-04-18,7.75
2015-04-19,7.75
2015-04-20,7.75
2015-04-21,7.7501
2015-04-22,7.75
2015-04-23,7.7495
2015-04-24,7.7499
2015-04-25,7.7499
2015-04-26,7.7499
2015-04-27,7.7499
2015-04-28,7.7505
2015-04-29,7.7504
2015-04-30,7.7513
2015-05-01,7.7509
2015-05-02,7.753
2015-05-03,7.753
2015-05-04,7.753
2015-05-05,7.7518
2015-05-06,7.7518
2015-05-07,7.7539
2015-05-08,7.7536
2015-05-09,7.7535
2015-05-10,7.7535
2015-05-11,7.7535
2015-05-12,7.7528
2015-05-13,7.7517
2015-05-14,7.7505
2015-05-15,7.7505
2015-05-16,7.752
2015-05-17,7.752
2015-05-18,7.752
2015-05-19,7.7519
2015-05-20,7.7521
2015-05-21,7.7534
2015-05-22,7.7517
2015-05-23,7.7517
2015-05-24,7.7517
2015-05-25,7.7517
2015-05-26,7.7523
2015-05-27,7.7594
2015-05-28,7.7535
2015-05-29,7.7535
2015-05-30,7.7567
2015-05-31,7.7567
2015-06-01,7.7567
2015-06-02,7.7566
2015-06-03,7.753
2015-06-04,7.7522
2015-06-05,7.7531
2015-06-06,7.7518
2015-06-07,7.7518
2015-06-08,7.7518
2015-06-09,7.7533
2015-06-10,7.7524
2015-06-11,7.7523
2015-06-12,7.753
2015-06-13,7.7523
2015-06-14,7.7523
2015-06-15,7.7523
2015-06-16,7.7519
2015-06-17,7.7525
2015-06-18,7.7526
2015-06-19,7.7515
2015-06-20,7.7517
2015-06-21,7.7517
2015-06-22,7.7517
2015-06-23,7.7527
2015-06-24,7.7529
2015-06-25,7.7518
2015-06-26,7.7523
2015-06-27,7.7526
2015-06-28,7.7526
2015-06-29,7.7526
2015-06-30,7.7513
2015-07-01,7.7524
2015-07-02,7.7512
2015-07-03,7.7512
2015-07-04,7.7528
2015-07-05,7.7528
2015-07-06,7.7528
2015-07-07,7.7553
2015-07-08,7.7519
2015-07-09,7.7511
2015-07-10,7.751
2015-07-11,7.7523
2015-07-12,7.7523
2015-07-13,7.7523
2015-07-14,7.7511
2015-07-15,7.7502
2015-07-16,7.7506
2015-07-17,7.7504
2015-07-18,7.7508
2015-07-19,7.7508
2015-07-20,7.7508
2015-07-21,7.7508
2015-07-22,7.7503
2015-07-23,7.7508
2015-07-24,7.7513
2015-07-25,7.7507
2015-07-26,7.7507
2015-07-27,7.7507
2015-07-28,7.7511
2015-07-29,7.7513
2015-07-30,7.7523
2015-07-31,7.7514
2015-08-01,7.7531
2015-08-02,7.7531
2015-08-03,7.7531
2015-08-04,7.7535
2015-08-05,7.7519
2015-08-06,7.7505
2015-08-07,7.7525
2015-08-08,7.7529
2015-08-09,7.7529
2015-08-10,7.7529
2015-08-11,7.7627
2015-08-12,7.7555
2015-08-13,7.755
2015-08-14,7.7554
2015-08-15,7.7547
2015-08-16,7.7547
2015-08-17,7.7547
2015-08-18,7.7541
2015-08-19,7.7527
2015-08-20,7.7525
2015-08-21,7.7508
2015-08-22,7.7537
2015-08-23,7.7537
2015-08-24,7.7537
2015-08-25,7.751
2015-08-26,7.7512
2015-08-27,7.7496
2015-08-28,7.7499
2015-08-29,7.75
2015-08-30,7.75
2015-08-31,7.75
2015-09-01,7.75
2015-09-02,7.75
2015-09-03,7.7504
2015-09-04,7.7499
2015-09-05,7.7499
2015-09-06,7.7499
2015-09-07,7.7499
2015-09-08,7.7505
2015-09-09,7.7511
2015-09-10,7.7499
2015-09-11,7.75
2015-09-12,7.75
2015-09-13,7.75
2015-09-14,7.75
2015-09-15,7.7501
2015-09-16,7.75
2015-09-17,7.75
2015-09-18,7.7499
2015-09-19,7.7502
2015-09-20,7.7502
2015-09-21,7.7502
2015-09-22,7.7495
2015-09-23,7.75
2015-09-24,7.7502
2015-09-25,7.7504
2015-09-26,7.7501
2015-09-27,7.7501
2015-09-28,7.7501
2015-09-29,7.75
2015-09-30,7.7499
2015-10-01,7.75
2015-10-02,7.7501
2015-10-03,7.75
2015-10-04,7.75
2015-10-05,7.75
2015-10-06,7.75
2015-10-07,7.7498
2015-10-08,7.75
2015-10-09,7.7498
2015-10-10,7.7498
2015-10-11,7.7498
2015-10-12,7.7498
2015-10-13,7.75
2015-10-14,7.7499
2015-10-15,7.7498
2015-10-16,7.75
2015-10-17,7.75
2015-10-18,7.75
2015-10-19,7.75
2015-10-20,7.7499
2015-10-21,7.7503
2015-10-22,7.7498
2015-10-23,7.75
2015-10-24,7.7495
2015-10-25,7.7495
2015-10-26,7.7495
2015-10-27,7.7499
2015-10-28,7.7495
2015-10-29,7.7496
2015-10-30,7.7496
2015-10-31,7.7499
2015-11-01,7.7499
2015-11-02,7.7499
2015-11-03,7.75
2015-11-04,7.7502
2015-11-05,7.7507
2015-11-06,7.7512
2015-11-07,7.7518
2015-11-08,7.7518
2015-11-09,7.7518
2015-11-10,7.751
2015-11-11,7.751
2015-11-12,7.7498
2015-11-13,7.7509
2015-11-14,7.7516
2015-11-15,7.7516
2015-11-16,7.7516
2015-11-17,7.75
2015-11-18,7.7502
2015-11-19,7.7498
2015-11-20,7.75
2015-11-21,7.7502
2015-11-22,7.7502
2015-11-23,7.7502
2015-11-24,7.75
2015-11-25,7.7504
2015-11-26,7.7504
2015-11-27,7.7507
2015-11-28,7.7526
2015-11-29,7.7526
2015-11-30,7.7526
2015-12-01,7.7518
2015-12-02,7.7504
2015-12-03,7.7498
2015-12-04,7.75
2015-12-05,7.75
2015-12-06,7.75
2015-12-07,7.75
2015-12-08,7.7503
2015-12-09,7.7501
2015-12-10,7.7499
2015-12-11,7.7504
2015-12-12,7.7506
2015-12-13,7.7506
2015-12-14,7.7506
2015-12-15,7.7504
2015-12-16,7.7501
2015-12-17,7.7526
2015-12-18,7.7527
2015-12-19,7.7524
2015-12-20,7.7524
2015-12-21,7.7524
2015-12-22,7.7518
2015-12-23,7.7498
2015-12-24,7.7513
2015-12-25,7.7513
2015-12-26,7.7508
2015-12-27,7.7508
2015-12-28,7.7508
2015-12-29,7.7496
2015-12-30,7.7506
2015-12-31,7.7507
2016-01-01,7.7507
2016-01-02,7.7505
2016-01-03,7.7505
2016-01-04,7.7505
2016-01-05,7.7517
2016-01-06,7.7523
2016-01-07,7.7541
2016-01-08,7.7636
2016-01-09,7.7596
2016-01-10,7.7596
2016-01-11,7.7596
2016-01-12,7.7617
2016-01-13,7.7594
2016-01-14,7.7854
2016-01-15,7.7962
2016-01-16,7.7962
2016-01-17,7.7962
2016-01-18,7.7962
2016-01-19,7.8173
2016-01-20,7.827
2016-01-21,7.8144
2016-01-22,7.7922
2016-01-23,7.7881
2016-01-24,7.7881
2016-01-25,7.7881
2016-01-26,7.7932
2016-01-27,7.7942
2016-01-28,7.7939
2016-01-29,7.7876
2016-01-30,7.7739
2016-01-31,7.7739
2016-02-01,7.7739
2016-02-02,7.7924
2016-02-03,7.7969
2016-02-04,7.7872
2016-02-05,7.7929
2016-02-06,7.7911
2016-02-07,7.7911
2016-02-08,7.7911
2016-02-09,7.7955
2016-02-10,7.7909
2016-02-11,7.7924
2016-02-12,7.789
2016-02-13,7.789
2016-02-14,7.789
2016-02-15,7.789
2016-02-16,7.7893
2016-02-17,7.7858
2016-02-18,7.779
2016-02-19,7.772
2016-02-20,7.7714
2016-02-21,7.7714
2016-02-22,7.7714
2016-02-23,7.77
2016-02-24,7.7702
2016-02-25,7.7703
2016-02-26,7.7724
2016-02-27,7.7763
2016-02-28,7.7763
2016-02-29,7.7763
2016-03-01,7.7709
2016-03-02,7.7745
2016-03-03,7.7707
2016-03-04,7.7647
2016-03-05,7.7641
2016-03-06,7.7641
2016-03-07,7.7641
2016-03-08,7.7675
2016-03-09,7.7648
2016-03-10,7.7639
2016-03-11,7.7574
2016-03-12,7.7578
2016-03-13,7.7578
2016-03-14,7.7578
2016-03-15,7.76
2016-03-16,7.7621
2016-03-17,7.756
2016-03-18,7.7533
2016-03-19,7.7528
2016-03-20,7.7528
2016-03-21,7.7528
2016-03-22,7.7532
2016-03-23,7.7537
2016-03-24,7.7601
2016-03-25,7.7577
2016-03-26,7.7576
2016-03-27,7.7576
2016-03-28,7.7576
2016-03-29,7.7566
2016-03-30,7.7531
2016-03-31,7.7563
2016-04-01,7.7537
2016-04-02,7.7542
2016-04-03,7.7542
2016-04-04,7.7542
2016-04-05,7.7564
2016-04-06,7.7555
2016-04-07,7.7569
2016-04-08,7.7561
2016-04-09,7.754
2016-04-10,7.754
2016-04-11,7.754
2016-04-12,7.7545
2016-04-13,7.7556
2016-04-14,7.7562
2016-04-15,7.7547
2016-04-16,7.7549
2016-04-17,7.7549
2016-04-18,7.7549
2016-04-19,7.7551
2016-04-20,7.7558
2016-04-21,7.7568
2016-04-22,7.7564
2016-04-23,7.7559
2016-04-24,7.7559
2016-04-25,7.7559
2016-04-26,7.7553
2016-04-27,7.7561
2016-04-28,7.7569
2016-04-29,7.757
2016-04-30,7.7591
2016-05-01,7.7591
2016-05-02,7.7591
2016-05-03,7.7617
2016-05-04,7.7608
2016-05-05,7.7618
2016-05-06,7.7605
2016-05-07,7.7626
2016-05-08,7.7626
2016-05-09,7.7626
2016-05-10,7.761
2016-05-11,7.7599
2016-05-12,7.7582
2016-05-13,7.762
2016-05-14,7.7624
2016-05-15,7.7624
2016-05-16,7.7624
2016-05-17,7.7624
2016-05-18,7.7642
2016-05-19,7.7685
2016-05-20,7.7677
2016-05-21,7.7672
2016-05-22,7.7672
2016-05-23,7.7672
2016-05-24,7.7669
2016-05-25,7.7658
2016-05-26,7.765
2016-05-27,7.7663
2016-05-28,7.7663
2016-05-29,7.7663
2016-05-30,7.7663
2016-05-31,7.7689
2016-06-01,7.7709
2016-06-02,7.7706
2016-06-03,7.7683
2016-06-04,7.7668
2016-06-05,7.7668
2016-06-06,7.7668
2016-06-07,7.7664
2016-06-08,7.762
2016-06-09,7.7619
2016-06-10,7.7628
2016-06-11,7.7621
2016-06-12,7.7621
2016-06-13,7.7621
2016-06-14,7.7604
2016-06-15,7.7601
2016-06-16,7.7609
2016-06-17,7.7613
2016-06-18,7.7605
2016-06-19,7.7605
2016-06-20,7.7605
2016-06-21,7.7585
2016-06-22,7.7579
2016-06-23,7.7568
2016-06-24,7.7587
2016-06-25,7.7605
2016-06-26,7.7605
2016-06-27,7.7605
2016-06-28,7.7588
2016-06-29,7.7587
2016-06-30,7.7591
2016-07-01,7.7581
2016-07-02,7.7581
2016-07-03,7.7581
2016-07-04,7.7581
2016-07-05,7.7587
2016-07-06,7.7583
2016-07-07,7.7582
2016-07-08,7.7581
2016-07-09,7.7573
2016-07-10,7.7573
2016-07-11,7.7573
2016-07-12,7.7584
2016-07-13,7.7557
2016-07-14,7.754
2016-07-15,7.7543
2016-07-16,7.755
2016-07-17,7.755
2016-07-18,7.755
2016-07-19,7.7557
2016-07-20,7.7552
2016-07-21,7.7561
2016-07-22,7.7568
2016-07-23,7.7562
2016-07-24,7.7562
2016-07-25,7.7562
2016-07-26,7.7572
2016-07-27,7.7567
2016-07-28,7.7563
2016-07-29,7.7588
2016-07-30,7.7609
2016-07-31,7.7609
2016-08-01,7.7609
2016-08-02,7.7605
2016-08-03,7.758
2016-08-04,7.7566
2016-08-05,7.7551
2016-08-06,7.757
2016-08-07,7.757
2016-08-08,7.757
2016-08-09,7.7565
2016-08-10,7.7562
2016-08-11,7.7562
2016-08-12,7.7565
2016-08-13,7.7565
2016-08-14,7.7565
2016-08-15,7.7565
2016-08-16,7.7549
2016-08-17,7.7549
2016-08-18,7.7528
2016-08-19,7.753
2016-08-20,7.753
2016-08-21,7.753
2016-08-22,7.753
2016-08-23,7.7531
2016-08-24,7.7543
2016-08-25,7.7552
2016-08-26,7.7561
2016-08-27,7.7552
2016-08-28,7.7552
2016-08-29,7.7552
2016-08-30,7.7578
2016-08-31,7.7568
2016-09-01,7.757
2016-09-02,7.7555
2016-09-03,7.7555
2016-09-04,7.7555
2016-09-05,7.7555
2016-09-06,7.7549
2016-09-07,7.7553
2016-09-08,7.7565
2016-09-09,7.757
2016-09-10,7.7579
2016-09-11,7.7579
2016-09-12,7.7579
2016-09-13,7.7584
2016-09-14,7.7582
2016-09-15,7.758
2016-09-16,7.7585
2016-09-17,7.7578
2016-09-18,7.7578
2016-09-19,7.7578
2016-09-20,7.7574
2016-09-21,7.7559
2016-09-22,7.7556
2016-09-23,7.7565
2016-09-24,7.7556
2016-09-25,7.7556
2016-09-26,7.7556
2016-09-27,7.7542
2016-09-28,7.7534
2016-09-29,7.7552
2016-09-30,7.7555
2016-10-01,7.7557
2016-10-02,7.7557
2016-10-03,7.7557
2016-10-04,7.7563
2016-10-05,7.7572
2016-10-06,7.7575
2016-10-07,7.7583
2016-10-08,7.7583
2016-10-09,7.7583
2016-10-10,7.7583
2016-10-11,7.76
2016-10-12,7.7571
2016-10-13,7.7562
2016-10-14,7.7587
2016-10-15,7.7591
2016-10-16,7.7591
2016-10-17,7.7591
2016-10-18,7.7586
2016-10-19,7.7574
2016-10-20,7.7577
2016-10-21,7.7576
2016-10-22,7.7576
2016-10-23,7.7576
2016-10-24,7.7576
2016-10-25,7.7569
2016-10-26,7.756
2016-10-27,7.7545
2016-10-28,7.7536
2016-10-29,7.7549
2016-10-30,7.7549
2016-10-31,7.7549
2016-11-01,7.7546
2016-11-02,7.7552
2016-11-03,7.7547
2016-11-04,7.7559
2016-11-05,7.7561
2016-11-06,7.7561
2016-11-07,7.7561
2016-11-08,7.755
2016-11-09,7.7552
2016-11-10,7.7562
2016-11-11,7.7562
2016-11-12,7.7581
2016-11-13,7.7581
2016-11-14,7.7581
2016-11-15,7.7575
2016-11-16,7.7575
2016-11-17,7.7568
2016-11-18,7.7572
2016-11-19,7.7555
2016-11-20,7.7555
2016-11-21,7.7555
2016-11-22,7.7557
2016-11-23,7.7561
2016-11-24,7.7561
2016-11-25,7.7553
2016-11-26,7.7555
2016-11-27,7.7555
2016-11-28,7.7555
2016-11-29,7.7562
2016-11-30,7.7566
2016-12-01,7.7563
2016-12-02,7.7547
2016-12-03,7.7555
2016-12-04,7.7555
2016-12-05,7.7555
2016-12-06,7.7552
2016-12-07,7.756
2016-12-08,7.7557
2016-12-09,7.7586
2016-12-10,7.7577
2016-12-11,7.7577
2016-12-12,7.7577
2016-12-13,7.7562
2016-12-14,7.7559
2016-12-15,7.7602
2016-12-16,7.7659
2016-12-17,7.7674
2016-12-18,7.7674
2016-12-19,7.7674
2016-12-20,7.7658
2016-12-21,7.7633
2016-12-22,7.7619
2016-12-23,7.7587
2016-12-24,7.7587
2016-12-25,7.7587
